862 124	Yan Zhang
2311 173440	Naijiang Lu
2313 173445	Lappoon R. Tang
6554 173449	Boon Toh Low
5389 173451	Kari Torkkola
2324 173453	Ronan Trepos
2325 173454	V¨¦ronique Masson
2326 173455	Chantal Gascuel
2328 173456	Petroula Tsampouka
2330 173457	Ivor W. Tsang
2337 173471	Yuji Niwa
2339 173474	Nils Weidmann
2348 173499	Yungang Zhang
4706 173506	Dan Pelleg
6008 173509	Jochen Garcke
4839 173510	Volkan Vural
6896 173560	Ronnie Bathoorn
10044 174570	Joshua R. Tyler
8466 174896	Alessandro Raffio
7350 175379	Parul A. Mittal
6111 175436	Yanzan Zhou
2747 175463	Kyuseok Shim
2364 175466	Shu-Yao Chien
2720 175473	Matthias Brantner
2368 175476	Jerry Kiernan
2369 175477	Yirong Xu
3001 175484	Jayavel Shanmugasundaram
2383 175495	Arijit Mukherjee
2384 175496	Desmond J. Fitzgerald
2387 175499	Christos Amanatidis
2388 175500	Maria Halkidi
2390 175501	SungRan Cho
9132 175502	Jochen Van den Bercken
9707 175503	Martin Schneider
2394 175508	Panayiotis Tsaparas
2402 175515	Gianni Costa
2403 175516	Sandra D'Aguanno
2582 175517	Paolo Cappellari
2699 175518	Nicolas Bruno
2406 175519	Stijn Vansummeren
9117 175524	Serge Rielau
8388 175525	Thomas Baby
2412 175538	Marios Hadjieleftheriou
8151 175549	Howard R. Turtle
2419 175552	Nico Lavarini
2420 175553	Daniele Pasini
2421 175554	Giuseppe Viviani
9178 175562	Prasad Deshpande
2430 175563	Nishant Mehta
2434 175565	Alin Dobra
2440 175573	Mohamed G. Elfeky
2447 175586	Karin Kailing
3098 175597	Takeshi Fukuda
8508 175599	Kaushik Chakrabarti
2822 175601	Arnd Christian K?nig
9556 175605	Marcel Kutsch
9557 175606	Tam Minh Tran
2470 175609	Iosif Lazaridis
2471 175610	Kriengkrai Porkaew
2482 175617	Man Lung Yiu
8543 175628	Sourashis Roy
9618 175643	Dragan Tomic
9619 175644	Brandon Berg
2493 175648	Dinos Arkoumanis
2497 175649	Betty Salzberg
2498 175650	Linan Jiang
2499 175651	Jing Shan
2500 175652	Evangelos Kanoulas
8098 175658	Bethina Schmitt
2518 175666	Leonard D. Shapiro
3367 175670	David E. Simmen
2524 175672	Christos Giannoukos
9101 175676	Chengyu Sun
2534 175678	Stefano De Francisci
2539 175681	Nimesh Nedungadi
2550 175683	Umesh Maheshwari
2559 175686	Senqiang Zhou
2563 175689	Peter Winklhofer
2576 175696	Kyriakos Mouratidis
2939 175701	Benjamin C. M. Fung
7292 175703	Chetan Gupta
3150 175707	Dai Kobayashi
3669 175709	Claudia Plant
7792 175718	Erik Zeitler
9682 175720	Julia Stoyanovich
3916 175725	Krishna Kummamuru
9464 175732	Panagiotis Karras
2916 175733	Ahmed Metwally
2846 175738	Junghoo Cho
8573 175740	Valter Crescenzi
9441 175741	Milena Ivanova
9674 175758	Mehedi Masud
3490 175770	Ning Zhang 0002
8188 175807	Yannis Drougas
8887 175813	Stelios Paparizos
8888 175814	Andrew Nierman
3020 175838	Xiaopeng Xiong
10071 176202	Changtao Qu
8215 177026	Jidong Wang
7521 177139	Krista Lagus
8175 177145	Stefanie Tellex
9523 177151	Joshua Hui
8795 177154	Jianhua Lv
3512 177159	Benjamin Bin Yao
8425 177160	John Keenleyside
8630 177382	Brandon Lloyd
8651 177951	Edyta Kalka
8083 178553	Makoto Koyama
5520 178569	Jon Curtis
5308 178621	Ray Rowe
3053 179314	Jun Sakuma
5189 180041	Frederico Luiz Gon?alves de Freitas
6455 180175	Yiling Yang
9118 180364	Andreas Behm
2697 180366	Thomas Behr
3287 180379	Anil Nori
8992 180541	Katica Dimitrova
8993 180542	Maged El-Sayed
2984 180595	Keith T. Mason
6659 180697	Jeng-Kuen Chiu
3024 180862	Oguzhan Topsakal
9675 180871	Patricia Rodr¨ªguez-Gianolli
6727 180886	Tatiana Semenova
6479 181039	Adam Yeh
6480 181040	Youxuan Jin
7644 181143	J. Stephen Downie
7530 181312	Ming Luo
7663 181352	Richard J. Edens
7886 181405	Patricia Frontiera
7904 181425	Sarah Harwell
7905 181426	Ozgur Yilmazel
6251 181450	Elias Pampalk
9756 181754	Miguel Ferreira
5922 182388	Anirban Dasgupta
8446 182393	Kaustubh Deshmukh
2601 182406	Michael T. Hallett
5488 182444	Nysret Musliu
7024 182595	Kazuya Okamoto
6963 182982	Kees Jong
6901 183047	Aleksandar Lazarevic
4051 183281	Ping Sun
3709 183786	Richard J. Bolton
6675 184085	Kenneth S?rensen
8636 184440	Anno Langen
9989 184462	Matthew Harren
6415 184563	Zhiqiang Yang
2685 184898	Robert Baumgartner
7575 184902	Sam Chapman
10072 184915	Matthias Palm¨¦r
6831 185936	Man-Lin Huang
2626 187728	Rema Ananthanarayanan
4217 187793	Alexandre Termier
9526 188030	Kunihiro Taniguchi
6028 189710	Takashi Tomokiyo
4601 189798	Sepandar D. Kamvar
4184 190773	A. J. Feelders
5386 191490	Nicky Kern
4922 192247	Rosina Weber
4049 192307	John M. Rosenberg
7055 192341	Maria Salam¨®
3715 192651	Magdalini Eirinaki
6987 192652	George Tsatsaronis
3645 193280	Gregory Piatetsky-Shapiro
5713 193301	Alexandre Vautier
6824 193316	Jihem Rezgui
5097 193457	Charles Pecheur
9702 193669	Jiri Schindler
9947 193716	John A. Tomlin
8099 193856	J¨¹rgen Schneider
4023 194516	Gongyi Wu
8964 194881	Huanmei Wu
3280 195088	Akira Matsumoto
8715 195152	Eileen Tien Lin
7437 195262	Jim Gemmell
5807 195999	Jason Flannick
5808 196000	Tomi Yiu
6970 196002	Attila Gyenesei
3564 196442	Manu Aery
4557 196453	Douglas Hardin
4924 196465	Artur M. Arsenio
3809 196735	ZhenQiu Liu
5267 196739	Max M. Louwerse
3911 196760	David R. Musicant
4748 196808	Antonin Rozsypal
5268 196851	Phanni Penumatsa
5850 196891	Dee Jay Randall
3852 196955	Edwin O. Heierman III
7423 196968	Shi Zhong
5521 197009	Bj?rn Aldag
4762 197116	Balaraman Ravindran
8788 197332	Mark R. Tuttle
3933 197503	Zarrin Langari
9859 197649	Meng Lou
9167 197743	Richard L. Cole
3044 197838	Ching-Tien Ho
2867 197885	John W. Byers
9953 198034	David P. Williamson
3291 198102	Liadan O'Callaghan
4131 198463	Lior Rokach
3961 199352	Tianyi Jiang
6555 200004	Kai-Pui Lam
7310 200931	Qinghua Hu
9247 201156	Seok-Ju Chun
6697 201294	Jian-Wei Liu
6698 201295	Shou-Jian Yu
6699 201296	Jia-Jin Le
3956 202050	Ning Jiang
6219 202086	Satoshi Morinaga
5199 202601	Sylvie Galichet
6151 202832	Menahem Friedman
5444 204041	Neil Madden
6648 204297	Jong Park
5804 205579	Robert Nichol
4188 205841	Louis Licamele
9410 205917	Philip J. Harding
6878 206281	Deborah R. Carvalho
8488 206679	Michael Welge
8489 206681	David Clutter
4301 207288	Shing Yan Lee
4370 208005	Jin Soung Yoo
7438 208338	Gordon Bell
6076 209228	Edgar Hotz
7999 210085	Ralph Sommerer
9475 210108	Bernhard Stegmaier
8086 211105	Robert Pasley
3385 211114	G¨ªsli R. Hjaltason
9115 211149	Eliyahu Safra
3283 211184	Silvia Nittel
9444 211194	Glenn S. Iwerks
9023 211251	Mohammad R. Kolahdouzan
9726 211252	Mehdi Sharifzadeh
8707 211253	Hongga Li
9392 211270	Laurynas Speicys
4067 211316	Yufeng Kou
4338 211397	Minghua Zhang
9255 213233	Venkat Krishnamurthy
6738 213383	Sang Hyun Oh
3433 214251	Jian Zhai
10091 214553	Rachel Jones
5373 214823	Guoli Ding
2905 215544	Subarna Sadhukhan
5318 218434	Takayuki Kanda
9500 218555	Wilson Chan
9314 218980	Nicole Schneider
3689 220582	Yuqiang Guan
9948 220787	Anant Jhingran
6370 220830	Gediminas Adomavicius
8046 220924	Jarmo Toivonen
5845 220989	Edoardo Airoldi
9890 222209	Will Portnoy
7372 222595	Donald E. Brown
6728 222739	Ole M?ller Nielsen
7916 223493	Yong-Bae Lee
9585 223879	Seiichi Koizumi
4928 224254	David Allen
8969 224591	Michael J. Wynblatt
6470 225258	Henry Haining Zhang
8232 225381	Yuelin Li
6351 226160	YongSeog Kim
7421 226326	Amar Gupta
3792 226723	Matthew Eric Otey
3824 226772	Haimonti Dutta
4246 227036	Alejandro Bassi
8255 227360	Manuel Zahariev
6348 227942	Chris Stolte
9013 228084	Qingbo Zhu
5905 228715	Jameel Syed
7355 228810	Giovanna Gazzaniga
5906 228980	Patrick Wendel
4438 230358	Rajashekar Reddy
8304 230899	Adam Darlow
10020 231117	Quoc Vu
10092 231328	Gavin Smyth
10045 231343	Caesar Sengupta
3812 231957	Richard G. Larson
9708 233714	Tobias Sch?fer
7906 234248	Necati Ercan Ozgencil
7365 234735	Anna Maclachlan
3963 235001	Quamrul I. Khan
6686 235031	Zhi-Li Wu
8228 235880	Peter Willett
9992 236183	Taher H. Haveliwala
3860 236811	Ella Bingham
8544 237204	Robert Adams
4466 237245	Yu-Han Chang
5503 237251	Alice X. Zheng
6461 237273	Haoqiang Zheng
4084 237278	Genady Grabarnik
2651 237283	Ihab F. Ilyas
9435 237284	Paul G. Brown
3184 237294	Roberta Cochrane
8413 237295	Latha S. Colby
8194 237413	Yejun Wu
7867 237504	Pik-Shan Cheung
7950 237522	Innes Martin
8031 237745	Makoto Nakashima
8032 237746	Tetsuro Ito
7613 238810	Joanne S. Claussen
4575 239427	Gunes Ercal
10073 240512	Mikael Nilsson
4877 241683	Michael Mozer
7064 242340	Emanuele Olivetti
9639 242730	Anthony Brockwell
4539 242774	Simon Rogers
6451 243379	Cheng Yang
2652 246911	Ann Christine Catlin
4389 248787	Dong Zhuang
3734 249093	Varun Chandola
7707 249157	Weijun Chen
6471 250603	Ian Tian Yi Li
3521 251309	Guohong Cao
9187 252359	David Li
9612 252488	William O'Connell
6809 254176	Takuya Wada
6853 256544	Kebin Cui
7841 257780	Takahiko Kawatani
8179 257894	Mukund Narasimhan
2677 258729	Charles Barton
8394 258852	Larry Brown
3744 259054	Yi-an Huang
9311 259130	Rivka Ladin
3527 259337	Kristal T. Pollack
10084 259465	Anoop George Ninan
3522 259529	Liangzhong Yin
3185 259561	Markos Zaharioudakis
3827 259626	Souptik Datta
6456 260043	Xudong Guan
9098 260184	Andrey Balmin
2602 260190	Ari Kahn
9459 260202	Rushi Desai
9460 260204	Hrishikesh Karambelkar
2613 260209	Mikkel Agesen
2614 260210	Lasse Poulsen
2635 260216	Scott Logan
2642 260219	Vivek R. Narasayya
2653 260226	J. Guo
2654 260227	Mirette S. Marzouk
2655 260228	S. Teoh
8731 260241	Subramanian Arumugam
3299 260249	Ravi Murthy
2661 260252	Denilson Barbosa
2668 260259	Pedro Cruz
2673 260264	Nigel Ellis
2674 260265	Balaji Rathakrishnan
2678 260267	Philippe Charles
2686 260271	Viktor Zigo
2691 260272	Maya Ramanath
9401 260277	Alan Halverson
2702 260301	Adam Bosworth
2725 260315	Maximilian Viermetz
2728 260316	Wen Qiang Wang
2731 260321	Alexander Bilke
2737 260331	Birger H?nsel
2741 260332	Sandeep Pandey
2759 260338	Janine Savage
2768 260339	Robert Hutchison
2769 260340	Robert Mann
3912 260360	Lei Chen 0003
2808 260366	Flip Korn
5910 260371	Nilesh N. Dalvi
3107 260372	Raghav Kaushik
3317 260373	Jeff Bernhardt
2831 260390	Sashikanth Chandrasekaran
2832 260391	Roger Bamford
8331 260404	Eduardo F. Galvez
2844 260409	Ding-Ying Chiu
9233 260413	George Eadon
9168 260426	William J. McKenna
9169 260428	David Wilhite
2868 260431	Jeffrey Considine
9291 260440	Dinesh Das
2876 260444	Khuzaima Daudjee
2879 260445	Jing Qin
2882 260447	Saydean Zeldin
2888 260457	Longxing Deng
2889 260458	Paul Gorman
2890 260459	Joan Ash
2891 260460	Mary Lavelle
2892 260461	Jason Lyman
8587 260462	Matthew Denny
2906 260481	Shinjiro Sueda
2910 260489	Hua Soon Sim
2914 260492	Anton Faradjian
2928 260507	Lingzhi Zhang
8582 260527	Vladislav Shkapenyuk
2949 260528	Andreas G?rtner
2953 260531	Lucy Chernobrod
2957 260538	Thanaa M. Ghanem
2959 260539	Eric Gignere
2964 260542	Xueqing Gong
2967 260543	Shaymsunder Gopale
2968 260544	Shridhar Shukla
2969 260545	R. Kul
2978 260550	Ming Hao Xie
2988 260554	Robert E. Gruber
2991 260559	Jian Zheng
3002 260560	Lin Guo
3010 260565	Thomas H?se
3011 260566	Markus Spiekermann
3012 260567	Ulrich Telle
3021 260569	R. Gwadera
3494 260574	Xifeng Yan
3031 260576	Mike Hanlon
3032 260577	Robbert C. Van der Linden
3038 260590	Junyi Xie
3045 260594	Mauricio A. Hern¨¢ndez
3049 260596	Markus Wawryniuk
3061 260614	Edward Hung
3058 260615	Wing Sing Wong
3075 260623	Tetsuya Ikeda
3076 260624	Hiroshi Takegawa
3077 260625	Takuya Hiraoka
3078 260626	Shiroh Horibe
9983 260628	Hidehiko Ino
3083 260631	Eric Ng Ka Ka
3086 260635	Navin Kabra
3087 260636	Vuk Ercegovac
8836 260637	Ken'ichi Ishikawa
9448 260658	Quang Hieu Vu
9815 260659	Yang Du
3095 260661	W. Xu
3099 260668	Hisashi Kashima
3100 260669	Tadashi Tsumura
3101 260670	Tsuyoshi Id¨¦
3102 260671	Takahide Nogayama
3103 260672	Ryo Hirade
3498 260673	Rui Zhang 0003
3122 260686	Zahir Balaporia
3123 260687	Brett Banich
8444 260691	Vinayak R. Borkar
3135 260698	Wouter Alink
8732 260704	Shantanu Joshi
3141 260705	Sabine Massmann
9381 260708	Chulyun Kim
3146 260717	Akihiro Kuwabara
3151 260721	Kazuhito Kobayashi
3152 260722	Akitsugu Watanabe
9825 260727	Jingren Zhou
8369 260734	Kristen LeFevre
3179 260749	Vikas Arora
3200 260766	Dong Xin
3205 260770	Shiyan Deng
3206 260771	Vineel Kumar Gattu
3207 260772	Aravindan Kasthurirangan
8420 260773	Mahadevan Subramanian
3213 260774	Vince Penkrot
3214 260775	Siddhartha Roychowdhury
6869 260784	Zheng Shao
8781 260787	Rui Wang 0002
3242 260795	Curt Ellmann
3243 260796	Michael Watzke
3249 260798	John Norris
3250 260799	Robert Fiedler
3257 260809	Wang Lian
3268 260828	Mingzhe Gu
3284 260845	Kelvin T. Leung
3285 260846	Amy Braverman
3294 260859	Amarjeet Singh
3300 260867	Seema Sundara
3301 260868	Timothy Chorma
3302 260869	Nipun Agarwal
8837 260873	Jun'ichi Tanaka
3309 260894	Joseph Desmarais
3310 260895	Peter Bates
3314 260896	Xuqing Tian
3318 260904	Amir Netz
3327 260914	Themistoklis Palpanas
3333 260915	Qiongmao Shen
3338 260916	Spiros Papadimitriou
9727 260920	Farid Parvini
3344 260925	Behzad Mortazavi-Asl
3349 260928	Feng Peng
8681 260937	Ivan Popivanov
9498 260951	Praveen Rao
8870 260959	George Lapis
3386 260976	Moshe Shadmon
3387 260977	Levy Cohe
9693 260982	Alok Kirpal
8671 260984	Lei Sheng
3408 261011	Aliekber G¨¹rel
3436 261079	Peter A. Tucker
4237 261090	Natalia Vanetik
3444 261091	P. Venkatachalam
3445 261092	B. K. Mohan
3447 261096	Stefan Brandl
8726 261103	Nuwee Wiwatwattana
3451 261106	Mengzhi Wang
3452 261107	Ngai Hang Chan
3473 261122	Jack Man Shun Yeung
8658 261129	Wolfgang Wonner
3478 261132	Min-Soo Kim 0002
8985 261135	Tolga Urhan
3483 261136	Stella Luk
3487 261137	Markus Peters
3491 261146	Shishir Agrawal
3496 261149	Varun Kacholia
3517 261164	Gangqiang Xia
3518 261165	Yuguo Chen
3528 261172	Lawrence You
8946 261174	Chendong Zou
9379 261191	Amit Marathe
8677 261193	Howard Ho
8739 261203	Irina Rozenbaum
8238 261212	Hai He
10157 261213	Hongkun Zhao
9620 261214	Adrian Baras
9574 261226	Flavio Rizzolo
9214 261235	Shaofeng Bu
8716 261239	Dengfeng Gao
8567 261248	Adrian M. Teisanu
8682 261249	Mokhtar Kandil
4371 261266	Mete Celik
8769 261278	Robin Dhamankar
9699 261293	Mayssam Sayyadian
7015 261339	Yan-Nei Law
6894 261342	Irene Ntoutsi
9328 261403	Till Westmann
9757 261406	Xuedong Chen
8852 261407	Elizabeth J. O'Neil
4020 261410	Panagiotis Papapetrou
8702 261443	Zhengli Huang
9632 261451	Richard Sidle
9714 261466	Shetal Shah
3864 261536	Johan Himberg
3533 261537	Serena Chan
3535 261538	Andrew Foss
3537 261539	Lin Deng
3560 261540	R. Chen
3566 261546	Yu Guo Wang
3569 261547	Mei-Jung Lo
5992 261548	Deepak K. Agarwal
3578 261549	Robert Rounthwaite
3590 261551	Reuven Kashi
3598 261553	Denis Clot
3605 261554	Suhail Ansari
3606 261555	Llew Mason
3621 261558	Kenji Abe
3622 261559	Shinji Kawasoe
3627 261560	Robert Gwadera
3638 261561	Lewis Frey
3659 261564	Mi-Yen Yeh
3663 261566	Kiseok Choi
3666 261567	Huiping Cao
3684 261570	Mark R. Verardo
5840 261571	Ayhan Demiriz
3690 261573	Inderjit S. Dhillon
3695 261574	J. Kogan
3698 261577	Yongdai Kim
3711 261578	Alessio Mazzanti
3720 261579	Paul Nalos
3729 261582	Joseph Elble
3730 261583	Cinda Heeren
3742 261588	Jason R. Chen
3750 261591	Shaw-hwa Lo
3755 261592	Heloise Lynn
3756 261593	Yves Simon
3764 261594	Antonio Gulli
3768 261596	Todd Olsen
3784 261599	Thomas George
3785 261600	Srujana Merugu
3800 261604	David Gondek
3802 261608	Karam Gouda
3821 261617	Dae-Ki Kang
3834 261620	Robert E. Banfield
3835 261621	Divya Bhadoria
3839 261622	Khaled M. Hammouda
3847 261623	Petre Tzvetkov
3858 261625	Thomas Knight
3861 261626	Heli Hiisil?
3865 261629	Kalle Korpiaho
3866 261630	Johanna Tikanm?ki
3868 261631	Jeremy Z. Kolter
3869 261632	Marcus A. Maloof
3872 261634	Paul Komarek
3888 261639	Yeong-Chyi Lee
3913 261643	Deborah S. Gross
3914 261644	James J. Schauer
3920 261646	Jingjing Lu
3926 261649	Chih Lai
3927 261650	Nga T. Nguyen
3940 261651	Ming-Chuan Hung
3942 261652	Rajagopal Venugopal
3943 261653	Marc Sobel
3944 261654	Steve Horvat
3948 261659	Y. Dora Cai
3950 261660	Daesu Lee
3951 261661	Wonsuk Lee
3964 261663	Tariqul Hoque
3969 261666	Wenmin Li
3984 261670	Thomas Takeo Osugi
3997 261671	Xu Liang
3998 261672	Yao Liang
4000 261673	Masakazu Seno
4011 261677	Tielin Chen
4014 261678	Risto A. V?is?nen
4028 261679	Cheong Hee Park
4034 261681	Susan Paulsen
4039 261682	Karl Strohmaier
4044 261683	Leefeng Chien
4055 261685	Pranav Patel
4075 261691	Xiaoling Zhang
4076 261692	Moonjung Cho
4078 261693	Karlton Sequeira
4088 261694	Xi Ma
4093 261695	Teresa Mah
4100 261696	Eren Manavoglu
4107 261697	Sandeep Mane
4103 261700	Huseyin Polat
4108 261701	Jamshid Vayghan
4128 261704	Da Meng
4135 261705	Einat Neumann
4137 261706	Boriana L. Milenova
4138 261707	Marcos M. Campos
4140 261708	Claudia Perlich
4154 261713	Jos¨¦ A. Taboada
4155 261714	C. David Cooke
4156 261715	Elizabeth Krawczynska
4161 261716	Pekka Uronen
4166 261720	Brian Gallagher
4168 261721	Eric Ka Ka Ng
4173 261727	Huiwen Wu
4175 261728	Zhi-Yong Shen
4176 261729	Shi-Ming Zhang
4180 261732	Wing-Ho Shum
4185 261733	Muhammad Subianto
4190 261743	Sam Steingold
4191 261744	Richard Wherry
4204 261747	Raz Tamir
4212 261748	Horia-Nicolai L. Teodorescu
4213 261749	Lucian Iulian Fira
4228 261755	Fan-Chen Tseng
4229 261756	Henry Chen
4252 261758	Lemuel R. Waitman
4253 261759	Paul H. King
4258 261760	Daniel Wessling
4265 261761	Ching-Yao Wang
4274 261762	Xiaochen Wu
4286 261763	Yuki Mitsunaga
4290 261764	Agenor Mafra-Neto
6342 261766	Pang-Ning Tan
4314 261767	Oksana Yakhnenko
4316 261768	Xuan-Hui Wang
4328 261769	Lowell Rosen
4329 261770	Daniel Venese
4343 261772	Sandeep Yaramakala
4352 261773	Samuel Burer
4354 261774	Michael M. Yin
4357 261776	Andreas Schaller
4363 261777	Mariko Yohda
4364 261778	Makiko Saito-Arita
4365 261779	Ryota Suzuki
4373 261780	Zhiqiang Zheng
4377 261781	Cui Zhu
4385 261782	Mingxin Huang
4387 261783	Duane Searsmith
7814 261795	Yan Rui Huang
7815 261796	Miao Wen
4611 261825	Shirish Krishnaj Shevade
9772 261826	Wang Kay Ngai
4870 261842	Jianxin Wu
6822 261855	Adam Woznica
5255 261930	Shen-Shyang Ho
5984 261988	Kazuo Machida
4396 262004	Arindam Banerjee
5881 262019	Richard C. Wang
4428 262031	David M. Blei
6098 262079	Matthew J. Rattigan
6000 262111	Tina Eliassi-Rad
7540 265856	Markus Koppenberger
7541 265860	Nicolas Wack
4853 266657	Shaomin Wang
7367 268464	Huan Li
6846 268476	Hongye Su
6847 268477	Jian Chu
6390 268812	Naiyao Zhang
5427 269902	Lijuan Qin
6589 269995	Kazuyoshi Furukawa
4641 272281	Laurent El Ghaoui
9329 274947	Arvind Sundararajan
8259 275057	Xi Shao
5872 275249	Zhiqiang Bi
8771 277248	Sae Hwang
6252 278896	Werner Goebl
7375 279416	Chih-Hsiang Lin
6391 279994	Lie Lu
8260 280003	Namunu Chinthaka Maddage
8596 280343	Suman Kumar Nath
6392 280445	Muyuan Wang
4519 280942	Wen Wu
6743 281039	JeongKyu Lee
7439 281146	Roger Lueder
5884 282513	Xiaojian Zhao
4412 282729	Brigham Anderson
4415 282732	Francis R. Bach
4416 282733	Gert R. G. Lanckriet
4426 282735	Simon Rawles
4793 282741	David J. Stracuzzi
4439 282742	Mugizi Robert Rwebangira
4442 282745	Joseph Bockhorst
6452 282753	Paul S. Bradley
4454 282754	Michael Chisholm
5898 282800	Chad M. Cumby
4471 282801	Aaron D'Souza
4484 282806	Joseph Keshet
4490 282814	Adam Drake
4493 282820	Austin I. Eliazar
4507 282826	Thomas Finley
4545 282844	Anna Goldenberg
4553 282851	Ajit Paul Singh
4561 282855	Wanli Min
4567 282869	Andrew Isaac
4588 282876	Michael Hay
9970 282877	Kostas Tsioutsiouliklis
4605 282881	Yuta Tsuboi
4612 282885	Aun Neow Poo
4617 282886	Martijn Van Otterlo
4619 282889	Jinseog Kim
4621 282890	Nir Krause
4630 282902	Brian Kulis
7646 282910	David K. Tcheng
4656 282921	Ya Xue
4659 282929	Robert J. Yan
4679 282936	Qing Lu
4691 282950	Jeff Michels
4694 282963	Cheng Soon Ong
4709 282977	Ting Su
4715 282978	Eric Altendorf
4732 282990	Khashayar Rohanimanesh
4754 282997	Jason D. Rennie
4755 282998	Lawrence Shih
4769 283017	Jason D. M. Rennie
4776 283018	Hauke Tschach
4782 283025	Noam Slonim
4783 283026	Gill Bejerano
6807 283035	Ramasamy Uthurusamy
4795 283039	Yevgeny Seldin
4797 283041	Sandeep Seri
4807 283042	Mark Bernhardt
4808 283043	Nicholas Everett
4813 283046	Sajid M. Siddiqi
4818 283053	Charles A. Sutton
4826 283060	Ming Fai Wong
4833 283070	Kimo T. Lai
4859 283077	Michal Rosen-Zvi
4878 283085	Lian Yan
4879 283086	Robert H. Dodier
4880 283087	Richard H. Wolniewicz
5456 283196	Andr¨¦s Corrada-Emmanuel
6018 283259	Junshui Ma
6485 283685	Katsuyuki Yamazaki
8356 285180	Honggang Zhang
7753 285215	Xinyang Zhang
6245 286581	G. Li
7807 288490	Sindhura Bandhakavi
6012 288696	Rong Ge
6559 290038	Chih-Lung Lin
5499 290177	Ken-ichi Hidai
5398 290469	Huizhong Long
6446 291166	Sandeep Khanzode
5250 292689	Emmanuel Guere
8233 294269	Alistair McLean
7777 294742	Daniel J. Pack
5693 297291	Brad Lisien
7286 297461	Dongwei Cao
9808 299986	Allison Waingold
9744 300622	Halvard Skogsrud
6793 300850	Jau-Hwang Wang
5558 301330	Annapaola Marconi
7385 302161	Congnan Luo
5826 302576	Philip S. Barry
7147 303258	Liying Sui
6406 303479	Douglas A. Newlands
5995 304464	Daryl Pregibon
6375 304565	Antti Ukkonen
7475 304635	Malcolm Crowe
8273 304859	Qi-Cai He
7907 306778	Nancy J. McCracken
9217 312214	Egbert-Jan Sol
6671 315534	Marcin Gajek
6669 315535	Katarzyna Cichon
8033 315669	Keizo Sato
4939 315957	Stephan Bernard
4966 315966	Gal Bahar
4982 315992	Magda Valls
4995 316014	Ana?s Fabre
5019 316042	Jennifer Boger
5020 316043	Geoff Fernie
5021 316044	Alex Mihailidis
5053 316075	Natalia Odintsova
5080 316112	Yannet Interian
5092 316122	Francis C. Chu
5179 316238	Alexander Ferrein
5305 316414	Frank Wittig
5337 316485	Scott Bell
5339 316486	Raymond Kosala
5374 316517	Robert F. Lax
5390 316533	Amit Mandvikar
5391 316534	Patricia G. Foschi
5428 316557	Shaojun Zhao
5438 316566	Bill MacCartney
5441 316568	Aynur A. Dayanik
5451 316577	David Latham
5453 316580	Yves Martins
5774 316612	Zhang Mingyi
5477 316618	Christine Clark
5501 316647	Brenda Ng
5522 316668	Tom O'Hara
5523 316669	Stefano Bertolo
5540 316688	Marta Eso
5575 316730	Hema Raghavan
5620 316771	Steve R. Schaffer
5659 316818	Marios Skounakis
5663 316820	Jackie Chappell
5680 316849	Daniel Vladusic
5684 316865	Eran Segal
5694 316880	Brennan Sellner
5707 316884	Teresa Escobet
5730 316920	Tianhan Wang
5767 316968	Lan Yi
5777 316988	Adriana Zapico
5791 317001	James Reich
5792 317002	Patrick Cheung
7921 317022	Rahul Bhagat
6309 317043	Radu Stefan Niculescu
5899 317087	Marko Krema
6220 317137	Kenji Tateishi
6781 317770	Wojciech Stach
6265 318931	David Thoenen
8294 321747	Shinjae Yoo
7551 321768	Matan Mandelbrod
8089 322292	Rodrigo C. Fonseca
8021 322887	Seung-Taek Park
6349 324102	Diane Tang
7973 324153	David K. Elson
6318 326275	Christopher D. Carothers
6729 326334	Timothy Hancock
6373 326849	Secil Ugurel
6298 327157	Deept Kumar
7084 327768	Camilo Rostoker
5927 328308	Tamraparni Dasu
9809 328404	Aman Naimat
8678 328406	Mary Roth
6435 330391	David Verbel
6436 330395	Olivier Saidi
6857 341738	Ye Fan
10047 343222	Uichin Lee
6137 345286	Kfir Zigdon
6925 345312	Moti Schneider
6345 345347	Mark Steyvers
8217 345549	Robert H. Warren
9784 346817	Evan W. Steeg
9562 347025	Krishna Palaniappan
9563 347026	Frank Korzeniewski
7647 347987	Andreas F. Ehmann
7684 348007	Yazhong Feng
7509 348075	Ja-Young Kim
5940 348384	Ashwin Satyanarayana
7035 351240	Stratos Paulakis
8519 351273	Rahul Kapoor
7669 353370	Kazuko Kuriyama
6949 357808	Cristian Gozzi
9665 357948	James Elding
5874 358096	Sterling Stuart Stein
7975 359430	Matthew R. McLaughlin
10038 359520	Simon Lok
7614 359602	Changwen Yang
6145 361866	Mahesh Kumar
7899 362797	Dawn J. Lawrie
8009 363814	Samuel Gustman
8010 363816	Bhuvana Ramabhadran
7908 363890	Eileen Allen
7718 363968	Arvind Rangaswamy
7719 363969	Nirmal Pal
7672 364286	Tamer Elsayed
6621 364503	Kouhei Tsumoto
6468 364770	Yu Zhu
8105 365260	Shlomo Dubnov
6622 365766	Tomohiro Okuzaki
7087 365789	Koutarou Nakanishi
5805 366178	Andrew Connolly
5809 366185	Jay Ayres
5816 366194	Naval K. Verma
5817 366195	Robert Schroko
5824 366196	Chase Krumpelman
5827 366197	Mary McDonald
5830 366200	Krupakar V. Pasupuleti
5832 366202	Zhijun Zhan
5851 366203	Pavel Berkhin
5835 366205	Florian Beil
